word,form,sentence,paraphrase
экшен,Экшен,"Экшен в фильме весьма неплохой, но трехмерность, которая зачем-то добралась и до схваток на холодном оружии, не понравилась.","Динамика фильма весьма неплохая, но трехмерность, которая зачем-то добралась и до схваток на холодном оружии, не понравилась."
экшн,экшн,"В сериале же другой бюджет, другие актеры и экшн, очень кислый!","В сериале же другой бюджет, другие актеры и события, очень кислые!"
экшн,"экшн, драйв","Первая часть зубодробительный экшн, месиво, драйв… Порушенные стереотипы фильмов про вампиров никакой святой воды и крестов.","Первая часть зубодробительный сюжет, месиво, энергия… Порушенные стереотипы про вампиров никакой святой воды и крестов."
драйв,"экшн, драйв","Первая часть зубодробительный экшн, месиво, драйв… Порушенные стереотипы фильмов про вампиров никакой святой воды и крестов.","Первая часть зубодробительный сюжет, месиво, энергия… Порушенные стереотипы про вампиров никакой святой воды и крестов."
тест драйв,тест драйвом,"Но, только каждый пятый или каждый десятый визит в салон заканчивается тест драйвом.","Но, только каждый пятый или каждый десятый визит в салон заканчивается пробной поездкой."
блогинг,"Блогинг, драйв","Блогинг – это прежде всего творческая деятельность, поэтому важно чувствовать драйв, испытывать страсть и получать удовольствие от самого процесса.","Ведение  сетевых дневников – это прежде всего творческая деятельность, поэтому важно чувствовать запал, испытывать страсть и получать удовольствие от самого процесса."
драйв,"Блогинг, драйв","Блогинг – это прежде всего творческая деятельность, поэтому важно чувствовать драйв, испытывать страсть и получать удовольствие от самого процесса.","Ведение  сетевых дневников – это прежде всего творческая деятельность, поэтому важно чувствовать запал, испытывать страсть и получать удовольствие от самого процесса."
вендинг,вендинга,"Самое основное условие для успешного вендинга подобрать максимально приемлемое, людное место для своих автоматов.","Самое основное условие для успешной продажи через автоматизированные системы - подобрать максимально приемлемое, людное место для своих автоматов."
вендинг,вендинге,"Начинающие в вендинге часто интересуются агрегатами, которые варят настоящий кофе из зерен.","Начинающие в торговле через автоматы часто интересуются агрегатами, которые варят настоящий кофе из зерен. "
вендинг,вендинга,Большое влияние на уровень дохода от вендинга оказывает платёжная система.,Большое влияние на уровень дохода от торговых автоматов оказывает платёжная система.
вендинг,Вендинг,"Вендинг идеально подходит для современного формата быстрой жизни, когда покупателям (особенно интровертам) хочется получить товар на ходу, без лишних коммуникаций с продавцом.","Торговля через автоматы идеально подходит для современного формата быстрой жизни, когда покупателям (особенно интровертам) хочется получить товар на ходу, без лишних коммуникаций с продавцом."
грумер,грумера,"Еще одного грумера надо брать, а то у Наташи запись чуть ли не на месяц вперед, народ ждать не хочет и уходит.","Еще одного специалиста по уходу за шерстью домашних животных надо брать, а то у Наташи запись чуть ли не на месяц вперед, народ ждать не хочет и уходит."
грумер,грумер,"Ветклиника, зоомагазин, для некоторых котов грумер – вот неполный список дел владельца кота, не забудьте, разумеется, и более частые уборки в доме.","Ветклиника, зоомагазин, для некоторых котов парикмахер – вот неполный список дел владельца кота, не забудьте, разумеется, и более частые уборки в доме."
грумер,грумер,"– Ничего себе! – сказала грумер, увидев меховой шар, из которого торчал кожаный нос.","– Ничего себе! – сказал парикмахер домашних животных, увидев меховой шар, из которого торчал кожаный нос."
дайджест,дайджесты,"Учёный прочитывает сотни книг и проводит эксперименты, зато чиновник получает дайджесты, обзоры, аналитические записки.","Учёный прочитывает сотни книг и проводит эксперименты, зато чиновник получает краткие резюме, обзоры, аналитические записки."
дайджест,дайджест,Ниже я представлю дайджест основных идей системного подхода к технике продаж.,Ниже я представлю сводку основных идей системного подхода к технике продаж.
тренинг,"тренингов, дайджест","На многих сайтах размещаются цитаты классиков, фотографии с тренингов, дайджест популярных книг и тому подобное","На многих сайтах размещаются цитаты классиков, фотографии с семинаров, сводка популярных книг и тому подобное"
дайджест,"тренингов, дайджест","На многих сайтах размещаются цитаты классиков, фотографии с тренингов, дайджест популярных книг и тому подобное","На многих сайтах размещаются цитаты классиков, фотографии с семинаров, сводка популярных книг и тому подобное"
паттерн,паттерны,"Кажется, что поведенческие паттерны распознать намного легче, чем психологические, – они банально проявляются в действиях человека.","Кажется, что поведенческие шаблоны распознать намного легче, чем психологические, – они банально проявляются в действиях человека."
паттерн,паттерны,Однако при внимательном изучении мы начинаем видеть определённые паттерны.,Однако при внимательном изучении мы начинаем видеть определённые признаки.
паттерн,паттерны,"Более того, у некоторых людей паттерны движения глаз выражены не так сильно, как нарисовано на схеме.","Более того, у некоторых людей характер движения глаз выражены не так сильно, как нарисовано на схеме."
сейл,"сейлами, экспатов, топ","Если пятидесятилетние производственные мужики прониклись идеями западного менеджмента, то что уж говорить о молодых мальчиках и девочках, которые приходили работать в западные компании сейлами, секретарями, переводчиками, смотрели на своих начальников-экспатов, учились, очень быстро делали карьеру, сами становились начальниками, а затем уходили на топ-позиции в российские компании!","Если пятидесятилетние производственные мужики прониклись идеями западного менеджмента, то что уж говорить о молодых мальчиках и девочках, которые приходили работать в западные компании продажниками, секретарями, переводчиками, смотрели на своих начальников-иностранцев, учились, очень быстро делали карьеру, сами становились начальниками, а затем уходили на высшие позиции в российские компании!"
экспат,"сейлами, экспатов, топ","Если пятидесятилетние производственные мужики прониклись идеями западного менеджмента, то что уж говорить о молодых мальчиках и девочках, которые приходили работать в западные компании сейлами, секретарями, переводчиками, смотрели на своих начальников-экспатов, учились, очень быстро делали карьеру, сами становились начальниками, а затем уходили на топ-позиции в российские компании!","Если пятидесятилетние производственные мужики прониклись идеями западного менеджмента, то что уж говорить о молодых мальчиках и девочках, которые приходили работать в западные компании продажниками, секретарями, переводчиками, смотрели на своих начальников-иностранцев, учились, очень быстро делали карьеру, сами становились начальниками, а затем уходили на высшие позиции в российские компании!"
топ,"сейлами, экспатов, топ","Если пятидесятилетние производственные мужики прониклись идеями западного менеджмента, то что уж говорить о молодых мальчиках и девочках, которые приходили работать в западные компании сейлами, секретарями, переводчиками, смотрели на своих начальников-экспатов, учились, очень быстро делали карьеру, сами становились начальниками, а затем уходили на топ-позиции в российские компании!","Если пятидесятилетние производственные мужики прониклись идеями западного менеджмента, то что уж говорить о молодых мальчиках и девочках, которые приходили работать в западные компании продажниками, секретарями, переводчиками, смотрели на своих начальников-иностранцев, учились, очень быстро делали карьеру, сами становились начальниками, а затем уходили на высшие позиции в российские компании!"
сейл,сейлов,"Некоторые клиенты мотивируют сейлов на выход в окно, неожиданное желание поделиться знаниями ненормативной лексики, а также встретить их после работы, в темное время суток.","Некоторые клиенты мотивируют продажников на выход в окно, неожиданное желание поделиться знаниями ненормативной лексики, а также встретить их после работы, в темное время суток."
сейл,сейлу,"Первым делом оцените, сколько вы готовы платить сейлу относительно своих конкурентов на этом рынке.","Первым делом оцените, сколько вы готовы платить менеджеру по продажам относительно своих конкурентов на этом рынке."
супервайзер,супервайзера,"Так, например, достаточно понятно, что выполнение обязанностей супервайзера невозможно без полного знания специфики выполняемой подчинёнными работы.","Так, например, достаточно понятно, что выполнение обязанностей куратора невозможно без полного знания специфики выполняемой подчинёнными работы."
супервайзер,супервизор,"Бедный супервизор гонялся за ним по всей стройке, чтобы дать указание.","Бедный начальник гонялся за ним по всей стройке, чтобы дать указание."
супервайзер,супервайзеры,Каждую неделю приезжали супервайзеры и оценивали магазин по стобалльной шкале.,Каждую неделю приезжали инспекторы  и оценивали магазин по стобалльной шкале.
квиз,квиз,В четверг 8 декабря будет небольшой квиз по комбинаторике.,В четверг 8 декабря будет небольшая самостоятельная работа по комбинаторике.
квиз,квизы,"Начну с того, что не в каждом бизнесе в принципе нужны квизы.","Начну с того, что не в каждом бизнесе в принципе нужны опросы."
квиз,квизов,"В итоге с таких некачественных, не проработанных, сделанных на коленке квизов начали идти достаточно плохие заявки от людей, которым реально очень сложно что-то продать.","В итоге с таких некачественных, не проработанных, сделанных на коленке опросников начали идти достаточно плохие заявки от людей, которым реально очень сложно что-то продать."
патчноут,патчноут,Это и близко не походит на патчноут.,Это и близко не походит на список исправлений.
патч-ноут,Патч-ноут,"Патч-ноут должен содержать список изменений и плюшек, а здесь про это ну вообще ни слова.","Описание обновлений должно содержать список изменений и плюшек, а здесь про это ну вообще ни слова."
патчноут,патчноутом,"Мы переработали нескольких героев, добавили три новых артефакта, а с полным патчноутом вы можете ознакомиться ниже.","Мы переработали нескольких героев, добавили три новых артефакта, а с полным списком обновлений вы можете ознакомиться ниже."
кластер,кластерах,Правительство должно сосредоточить внимание на существующих в стране и развивающихся новых кластерах.,Правительство должно сосредоточить внимание на существующих и развивающихся в стране новых секторах.
кластер,кластеры,"Набирают силу московские культурные кластеры ""Винзавод"" и ""Артплэй"".","Набирают силу московские культурные комплексы ""Винзавод"" и ""Артплэй""."
кластер,кластер,Внутри каждого научного направления собирается целый кластер связанных между собой наук.,Внутри каждого научного направления образуется совокупность связанных между собой наук.
софт,софта,"Однако вы можете поработать над процессами, улучшив возможности разработки софта и начав обрабатывать запросы.","Однако вы можете поработать над процессами, улучшив возможности разработки програмного обеспечения и начав обрабатывать запросы."
софт,софт,"К тому же нефтегазовые компании разрабатывают софт и сами, что выходит не дороже лицензирования.","К тому же нефтегазовые компании разрабатывают програмное обеспечение и сами, что выходит не дороже лицензирования."
софт,софта,"Собственно, очевидна необходимость создания софта для клиента, позволяющего совершать самостоятельное размещение производственного заказа.","Собственно, очевидна необходимость создания ПО для клиента, позволяющего совершать самостоятельное размещение производственного заказа."
харассмент,харассмент,Примером деструктивной коммуникации могут послужить харассмент и сексизм.,Примером деструктивной коммуникации могут послужить домогательство и сексизм.
харассмент,харассмент,"Не заходящий слишком далеко за приемлемые границы харассмент шефа хоть и льстил слегка, но всё равно не очень ей нравился.","Не заходящее слишком далеко за приемлемые границы приставание шефа хоть и льстило слегка, но всё равно не очень ей нравилось."
харассмент,"харассмент, абьюза","То, что подпадало раньше под категорию харассмент, теперь перешло на стадию абьюза.","То, что подпадало раньше под категорию домогательств, теперь перешло на стадию насилия."
абьюз,"харассмент, абьюза","То, что подпадало раньше под категорию харассмент, теперь перешло на стадию абьюза.","То, что подпадало раньше под категорию домогательств, теперь перешло на стадию насилия."
дрифтовать,дрифтовать,"Попытка Алексея дрифтовать на своей «восьмерке» закончилась тем, что он разбил машину об стойку дорожного заграждения.","Попытка Алексея войти в управляемый занос на своей «восьмерке» закончилась тем, что он разбил машину об стойку дорожного заграждения."
дрифтовать,дрифтовать,"На повороте «шестерку» сильно занесло, но опытный водитель справился с управлением, хотя дрифтовать все равно пришлось добрых шесть метров.","На повороте «шестерку» сильно занесло, но опытный водитель справился с управлением, хотя управлять заносом все равно пришлось добрых шесть метров."
дрон,дрона,Общие планы нового квартала сверху снимали с помощью дрона.,Общие планы нового квартала сверху снимали с помощью беспилотный летательный аппарат.
дрон,дрон-квадрокоптер,"В парке кто-то запускал дрон-квадрокоптер, который неторопливо нарезал круги над самыми верхушками деревьев, временами зависая на месте, чтобы заснять удачный кадр.","В парке кто-то запускал беспилотный летательный аппарат, который неторопливо нарезал круги над самыми верхушками деревьев, временами зависая на месте, чтобы заснять удачный кадр."
дресс-код,Дресс-код,Дресс-код в заведении был строгим: в джинсах и свитере туда просто не впустили бы.,Кодекс одежды в заведении был строгим: в джинсах и свитере туда просто не впустили бы.
дресс-код,дресс-кода,"Начальница отдела требовала от подчиненных строгого соблюдения множества разнообразных внутренних правил, в особенности ревностно следила за соблюдением дресс-кода молодых сотрудниц.","Начальница отдела требовала от подчиненных строгого соблюдения множества разнообразных внутренних правил, в особенности ревностно следила за внешим видом молодых сотрудниц."
дресс-код,"дресс-код, колледжа","Все попытки завести регулярный дресс-код среди учащихся оканчивались провалом, поэтому руководство колледжа ограничивалось рекомендациями по длине юбок, расцветкам рубашек и нежелательности спортивной одежды.","Все попытки завести регулярную форму одежды среди учащихся оканчивались провалом, поэтому руководство ССУЗа ограничивалось рекомендациями по длине юбок, расцветкам рубашек и нежелательности спортивной одежды."
колледж,"дресс-код, колледжа","Все попытки завести регулярный дресс-код среди учащихся оканчивались провалом, поэтому руководство колледжа ограничивалось рекомендациями по длине юбок, расцветкам рубашек и нежелательности спортивной одежды.","Все попытки завести регулярную форму одежды среди учащихся оканчивались провалом, поэтому руководство ССУЗа ограничивалось рекомендациями по длине юбок, расцветкам рубашек и нежелательности спортивной одежды."
аутлет,аутлетам,"Ольга обожала бродить по аутлетам: сама мысль о том, что новую вещь от знаменитого бренда можно купить по цене китайской дешевки, совершенно её околдовывала.","Ольга обожала бродить по ТЦ с уцененными товарами премиум марок: сама мысль о том, что новую вещь от знаменитой марки можно купить по цене китайской дешевки, совершенно её околдовывала."
апгрейд,апгрейду,"Много лет используемый, явно технически устаревший компьютер, чаще всего подвергать дорогостоящему апгрейду не целесообразно — вероятнее всего, сильно лучше он не заработает.","Много лет используемый, явно технически устаревший компьютер, чаще всего подвергать дорогостоящему обновлению не целесообразно — вероятнее всего, сильно лучше он не заработает."
софт,"софтом, апгрейда","Компьютеры в офисе стояли новые, но медленные, и с новым софтом явно требовали некоторого апгрейда.","Компьютеры в офисе стояли новые, но медленные, и с новым ПО явно требовали некоторого обновления."
апгрейд,"софтом, апгрейда","Компьютеры в офисе стояли новые, но медленные, и с новым софтом явно требовали некоторого апгрейда.","Компьютеры в офисе стояли новые, но медленные, и с новым ПО явно требовали некоторого обновления."
сёрфить,сёрфить,"Поскольку я искала нечто другое по содержанию, то пробежала глазами по тексту и отправилась сёрфить дальше.","Поскольку я искала нечто другое по содержанию, то пробежала глазами по тексту и продолжила смотреть дальше."
серфить,серфить,"Четвёртой задачей будет – заставить пользователя серфить наш каталог и просмотреть его максимально, даже если он пришёл за единичной покупкой.","Четвёртой задачей будет – заставить пользователя найти и просмотреть максимально наш каталог, даже если он пришёл за единичной покупкой."
айфон,"айфон, сёрфить","За годы неподвижности у него отказали ноги, он может только ползать, сил хватает только, чтобы держать в руках айфон и сёрфить в интернете.","За годы неподвижности у него отказали ноги, он может только ползать, сил хватает только, чтобы держать в руках телефон и лазать в интернете."
сёрфить,"айфон, сёрфить","За годы неподвижности у него отказали ноги, он может только ползать, сил хватает только, чтобы держать в руках айфон и сёрфить в интернете.","За годы неподвижности у него отказали ноги, он может только ползать, сил хватает только, чтобы держать в руках телефон и лазать в интернете."
фолловер,"Фолловеры, сигны, пикчи","Фолловеры отправляли ему фотографии с порезами, делали сигны с мистическим знаком ОНО и его именем, а также отправляли ему свои интимные пикчи.","Подписчицы отправляли ему фотографии с порезами, делали надписи на теле с мистическим знаком ОНО и его именем, а также отправляли ему свои интимные снимки."
сигна,"Фолловеры, сигны, пикчи","Фолловеры отправляли ему фотографии с порезами, делали сигны с мистическим знаком ОНО и его именем, а также отправляли ему свои интимные пикчи.","Подписчицы отправляли ему фотографии с порезами, делали надписи на теле с мистическим знаком ОНО и его именем, а также отправляли ему свои интимные снимки."
пикча,"Фолловеры, сигны, пикчи","Фолловеры отправляли ему фотографии с порезами, делали сигны с мистическим знаком ОНО и его именем, а также отправляли ему свои интимные пикчи.","Подписчицы отправляли ему фотографии с порезами, делали надписи на теле с мистическим знаком ОНО и его именем, а также отправляли ему свои интимные снимки."
бэнгер,бэнгера,"Послушай его новый альбом, там есть как минимум три взрывных бэнгера.","Послушай его новый альбом, там есть как минимум три бомбовых песни."
бэнгер,"трек, бэнгером",Этот трек станет легендарным бэнгером всех времён.,Эта композиция станет легендарным хитом всех времён.
трек,"трек, бэнгером",Этот трек станет легендарным бэнгером всех времён.,Эта композиция станет легендарным хитом всех времён.
бэнгер,"бэндам, бэнгеров","Сейчас, чтобы раскрутиться в музыке, бэндам нужно выпускать больше бэнгеров.","Сейчас, чтобы раскрутиться в музыке, группам нужно выпускать больше бомбовых песен."
бэнд,"бэндам, бэнгеров","Сейчас, чтобы раскрутиться в музыке, бэндам нужно выпускать больше бэнгеров.","Сейчас, чтобы раскрутиться в музыке, группам нужно выпускать больше бомбовых песен."
мейк,"Мейк, туториалу",Мейк получился очень красивым по этому туториалу.,Макияж получился очень красивым по этому самоучителю.
туториал,"Мейк, туториалу",Мейк получился очень красивым по этому туториалу.,Макияж получился очень красивым по этому самоучителю.
тьюториал,видео-тьюториал,"Даже если чего-то не умеешь, то найди хороший видео-тьюториал, смотри и повторяй.","Даже если чего-то не умеешь, то найди хорошее видео-руководство, смотри и повторяй."
туториал,туториалам,Как ты научился так рисовать? — По туториалам с YouTube.,Как ты научился так рисовать? — По самоучителям с YouTube.
айтем,айтем,Что за странный айтем у тебя на полке в шкафу?,Что за странный предмет у тебя на полке в шкафу?
итем,итемы,"Чтобы пройти эту игру, нужно открыть все итемы.","Чтобы пройти эту игру, нужно открыть все предметы."
айтем,айтемы,Как выучить все айтемы в Доте 2? Их там больше сотни.,Как выучить все предметы в Доте 2? Их там больше сотни.
би лайк,би лайк,Моё каждое утро би лайк: посплю ещё часок.,Моё каждое утро такое: посплю ещё часок.
би лайк,би лайк,"Когда никого нет дома, кот би лайк: суету навести охота.","Когда никого нет дома, кот такой: суету навести охота."
форсить,зафорсить,Компания пытается зафорсить свой продукт.,Компания пытается продвигать свой продукт.
форсить,"форсить, блогера",Хватит везде форсить этого блогера!,Хватит везде продвигать этого владельца интернет-журнала!
блогер,"форсить, блогера",Хватит везде форсить этого блогера!,Хватит везде продвигать этого владельца интернет-журнала!
форсить,"форс, ноунеймов",Никому не интересен форс ноунеймов.,Никому не интересно продвижение неизвестных личностей.
ноунейм,"форс, ноунеймов",Никому не интересен форс ноунеймов.,Никому не интересно продвижение неизвестных личностей.
соулмейт,Соулмейт,"Соулмейт всегда выслушает и поймёт тебя, независимо от обстоятельств.","Родственная душа всегда выслушает и поймёт тебя, независимо от обстоятельств."
соулмейт,соулмейт,"После первой же встречи она поняла, что он предназначенный ей судьбой соулмейт.","После первой же встречи она поняла, что он предназначенная ей судьбой родственная душа."
грант,грант,"Вот список ресурсов, с помощью которых вы сможете получить грант или отправиться путешествовать на особых условиях.","Вот список ресурсов, с помощью которых вы сможете получить субсидию или отправиться путешествовать на особых условиях."
грант,"грант, стартапа","Например, вы не подарите себе возможность выиграть грант или найти спонсора для стартапа, если не будете показывать тексты другим.","Например, вы не подарите себе возможность выиграть субсидию или найти спонсора для новой компании, если не будете показывать тексты другим."
стартап,"грант, стартапа","Например, вы не подарите себе возможность выиграть грант или найти спонсора для стартапа, если не будете показывать тексты другим.","Например, вы не подарите себе возможность выиграть субсидию или найти спонсора для новой компании, если не будете показывать тексты другим."
волонтёр,"волонтеров, скриптов","Если работа волонтеров предполагает использование скриптов, то их тоже нужно подготовить и раздать заранее.","Если работа добровольцев предполагает использование сценариев, то их тоже нужно подготовить и раздать заранее."
скрипт,"волонтеров, скриптов","Если работа волонтеров предполагает использование скриптов, то их тоже нужно подготовить и раздать заранее.","Если работа добровольцев предполагает использование сценариев, то их тоже нужно подготовить и раздать заранее."
тендер,"тендер, рекрутинговых",Чаще всего компании объявляют тендер и привлекают несколько рекрутинговых агентств.,Чаще всего компании объявляют конкурс и привлекают несколько кадровых агентств.
рекрутинговый,"тендер, рекрутинговых",Чаще всего компании объявляют тендер и привлекают несколько рекрутинговых агентств.,Чаще всего компании объявляют конкурс и привлекают несколько кадровых агентств.
рекрутинговый,рекрутинговый,Без автоматизации и системы управления кандидатами ваш рекрутинговый процесс будет похож на ад.,Без автоматизации и системы управления кандидатами ваш процесс подбора персонала будет похож на ад.
рекрутер,Рекрутер,"Рекрутер должен быть готов, что соискатель спросит у него, почему возникла данная вакансия?","Менеджер по подбору персонала должен быть готов, что соискатель спросит у него, почему возникла данная вакансия?"
рекрутер,рекрутер,"Опытный рекрутер может ещё на этапе составления заявки на вакансию сказать, возможно ли найти сотрудника по заданным в ней параметрам.","Опытный кадровик может ещё на этапе составления заявки на вакансию сказать, возможно ли найти сотрудника по заданным в ней параметрам."
тендер,тендера,"Компании, проявившие интерес, и составят круг участников тендера на проект автоматизации.","Компании, проявившие интерес, и составят круг участников конкурса на проект автоматизации."
тендер,тендеры,"В результате, предлагая более низкую цену, конкурент выигрывает крупные тендеры и в целом имеет бОльшую долю рынка.","В результате, предлагая более низкую цену, конкурент выигрывает крупные конкурсы и в целом имеет бОльшую долю рынка."
тендер,"тендера, вендору","Продавец открыто объявляет условия тендера, требования к вендору, предмету поставки.","Продавец открыто объявляет условия конкурса, требования к поставщику, предмету поставки."
вендору,"тендера, вендору","Продавец открыто объявляет условия тендера, требования к вендору, предмету поставки.","Продавец открыто объявляет условия конкурса, требования к поставщику, предмету поставки."
